SEED,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
NA,James Madison,CAA,33,19,105,109,0.389,51.9,50.2,20.3,17.9,29,31.9,42.2,31.9,49.7,48.2,37.2,35.7,64.1,-6.9,NA,2015
NA,East Carolina,Amer,31,12,104,108,0.388,48.4,50.9,18,19.2,28.2,34.7,29.9,34.1,45.2,53,35.6,31.6,61.3,-10,NA,2015
NA,Pacific,WCC,28,9,104,108,0.387,46.8,51.9,19.8,16.2,34.6,31.3,39.4,43.1,44.3,50.7,34.2,36.1,61.3,-10,NA,2015
NA,Air Force,MWC,29,12,106,111,0.383,53.6,53,19.2,20.2,29.6,32.6,30.8,35.5,53.9,51.5,35.4,36.6,61,-1,NA,2015
NA,UC Riverside,BW,29,12,98.1,102,0.383,46.7,49,20.2,18.7,30.7,28.7,33.7,42.5,45.1,44.6,33,39.7,65.1,-9.9,NA,2015
NA,Tulane,Amer,30,14,99.7,103,0.382,46.4,49.9,19.9,20.3,32.6,29.3,34.7,36.1,45.5,49.6,32,33.7,63.1,-8.8,NA,2015
NA,UTSA,CUSA,28,12,106,110,0.382,47.9,52.9,18.2,20.3,35.2,31.3,42.1,29.7,47.3,51.5,32.7,36.7,65.6,-11,NA,2015
NA,Sacramento St.,BSky,31,19,108,112,0.38,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,50.9,54.7,40.8,34.8,62.1,-6.6,NA,2015
NA,North Texas,CUSA,29,12,100,104,0.379,46.9,49.3,20.1,20.4,31.1,33.1,40,38.2,47.8,48.1,29.9,34.2,65.3,-10,NA,2015
NA,Cornell,Ivy,29,12,95.9,100,0.378,44.6,45.7,19,19.3,23.1,30,39.3,41.5,44.1,43.2,30.3,33.3,64.6,-10,NA,2015
NA,Norfolk St.,MEAC,32,18,104,109,0.377,52.1,48.1,20.7,18,34.3,30.4,42.7,39.4,52.2,46.3,34.5,33.9,64.5,-7.4,NA,2015
NA,Little Rock,SB,30,12,105,109,0.376,47.6,51,15.6,19.9,28.4,31.2,36,40.8,45.8,49.1,34,36.3,64.1,-12,NA,2015
NA,Duquesne,A10,30,11,108,113,0.375,51.2,51.7,18.3,16,31.7,33.3,32.5,33.8,49.5,47.7,36.2,38.5,67,-11,NA,2015
NA,Texas St.,SB,28,11,93.9,98.4,0.369,44,47.6,19.9,23.1,29,31.8,36.5,36.6,42.8,48.6,31.1,30.5,61.1,-11,NA,2015
NA,Seattle,WAC,32,16,98.7,103,0.369,50.8,47,22,17.3,30.9,28.5,36.4,33.5,47.5,45.1,37.8,33.3,61.9,-11,NA,2015
NA,Idaho,BSky,28,11,107,112,0.368,53.4,53.6,17.5,15.4,30.7,27,38.6,41.5,49.2,53,41,36.3,67.3,-12,NA,2015
NA,Boston University,Pat,29,12,106,111,0.367,52.7,53,19.4,16.3,28.2,28.4,44.9,33.6,50.8,50.9,36.8,37.4,64.1,-11,NA,2015
NA,South Dakota,Sum,31,15,103,108,0.366,47.1,51,16.7,17.5,31,27,33.7,35.6,44.2,51.1,35.8,33.9,65.3,-10,NA,2015
15,Texas Southern,SWAC,35,22,104,109,0.359,49.5,49.3,19.7,18.7,33.8,34.6,46.8,33.1,50,48.5,32.2,34.4,63.1,-4.3,R64,2015
NA,Ohio,MAC,30,10,102,108,0.355,49.8,49.3,18.7,15.4,25.9,30.5,28.9,32.2,49,46.8,34,35.9,66.2,-13,NA,2015
NA,Northern Kentucky,ASun,28,11,104,110,0.35,51.2,50.6,17.8,16.6,28.5,30,30,45.3,51.9,49.2,33.4,35.5,63.4,-11,NA,2015
NA,Maryland Eastern Shore,MEAC,33,18,102,108,0.35,51.7,51.1,23.4,21.3,35.5,31.9,47,41.1,48.9,52.6,38.2,32.4,64.3,-8.5,NA,2015
NA,Northwestern St.,Slnd,28,15,111,117,0.349,52.9,54.4,15.9,19.6,29.8,38.9,35.1,36.9,51.6,51.8,36.8,40.1,72.4,-6.2,NA,2015
NA,Drexel,CAA,29,11,100,105,0.343,45,50.1,17,18.5,27.5,31.2,33.1,35.7,42.6,49,33,35.1,60.6,-12,NA,2015
NA,Holy Cross,Pat,29,13,101,107,0.343,47.2,53.2,17,21.6,29.6,29.7,34.9,41.3,45.4,51.7,33.7,37.5,63.3,-1,NA,2015
NA,Bryant,NEC,31,16,104,110,0.339,48.8,48.3,18.3,16.6,29.5,32,32.8,35.9,46.9,48.9,34.6,31.5,62.9,-10,NA,2015
NA,Mount St. Mary's,NEC,30,15,98.3,104,0.339,47.2,49.6,19,21.3,30.6,32.4,30.4,35.6,45.5,48.5,33,34.8,62.2,-9.3,NA,2015
NA,Miami OH,MAC,31,12,101,107,0.337,49.4,53.1,19.4,20.6,25.9,29.6,38.7,42.5,48.3,53.7,34.4,34.9,64.7,-11,NA,2015
NA,UNC Asheville,BSth,28,12,102,109,0.328,49.9,49.7,20.8,18.3,31.6,32.2,35.4,43.3,48.2,49,35.2,33.9,67.8,-11,NA,2015
NA,Siena,MAAC,31,11,105,112,0.324,47.5,51.4,18.7,21.2,36.3,37.1,41.9,51,46.6,49.9,33.2,36.2,66.1,-14,NA,2015
NA,Brown,Ivy,29,11,100,107,0.323,47,48.5,21.6,16.4,29.8,30.5,45,36.4,47.2,47,31.1,34.7,67.6,-1,NA,2015
NA,Bradley,MVC,32,8,93.7,100,0.322,42.3,50.3,20.4,21.9,32,29,37.8,46.2,40.7,47.2,30.1,36.9,61.8,-1,NA,2015
NA,Weber St.,BSky,28,11,100,106,0.322,48,50.8,20.5,16.6,28.8,30.2,46,31.5,45,49.6,34.9,35.9,62.6,-11,NA,2015
NA,Portland St.,BSky,27,13,102,109,0.321,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,45.5,50.2,37.3,38.5,65.6,-9.6,NA,2015
NA,Cal St. Bakersfield,WAC,30,11,100,107,0.319,46,48.3,20.1,19,33.4,26.9,37.7,48.7,45,44.4,32,36.6,60.5,-14,NA,2015
NA,Drake,MVC,30,8,105,112,0.318,52.1,54.9,22.3,16.9,23.3,32,34,30.5,47.4,53.2,40.6,38.5,58.8,-13,NA,2015
NA,Incarnate Word,Slnd,25,14,106,113,0.315,52,51.4,15.7,17.9,25.7,31.5,45.3,39.6,51.8,50.6,35,35.5,67.1,-5.8,NA,2015
NA,Eastern Illinois,OVC,31,16,99.8,106,0.313,51,48.8,19,18.9,23.4,34.3,33.4,31.4,47.8,47.2,37.4,34.4,62.8,-7.9,NA,2015
NA,Navy,Pat,31,12,99.8,106,0.313,49.1,53.1,19.4,20.1,29.5,30,30.6,36.6,48.8,49.7,33.1,39.1,61.1,-13,NA,2015
NA,Wright St.,Horz,29,9,98.5,105,0.312,49.8,51.2,19,19.8,23.2,30.8,31.5,41.2,49,50.4,34.1,35.3,63.1,-13,NA,2015
16,Hampton,MEAC,35,17,97.1,104,0.312,45.6,46.4,20.2,20.1,31.8,30.9,43.8,45.5,45.6,44.5,30.4,33.9,69,-12,R64,2015
NA,Nebraska Omaha,Sum,28,11,102,109,0.311,49.3,53.3,18.3,20.3,30.5,28.9,42.6,38.9,49.2,51.7,33.1,37.6,73.6,-12,NA,2015
NA,UNC Greensboro,SC,30,8,100,108,0.308,49.7,50.8,18.8,18.2,30.6,29.7,31.3,48.5,47.6,49.7,36.1,35.2,65.5,-16,NA,2015
NA,Tennessee Tech,OVC,28,10,103,111,0.307,48.8,53.1,20.5,18.7,36.4,29.2,34.8,42.7,49.1,52,32.2,36.8,66,-13,NA,2015
NA,Marshall,CUSA,30,9,96.7,103,0.305,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,45.9,49.1,31.1,31.7,69.7,-14,NA,2015
NA,Ball St.,MAC,29,6,100,108,0.301,48.9,52.4,21.6,18.2,29.9,28.6,35.4,42.1,47.7,51.8,33.6,35.7,63.4,-15,NA,2015
NA,Northern Colorado,BSky,28,13,109,118,0.299,53,55.7,16.2,20,33.6,34.3,35.1,40.4,51.4,52.9,37.5,40.2,62.9,-10,NA,2015
NA,Sacred Heart,NEC,31,14,102,110,0.297,49.6,49.2,19.4,18.4,33.9,32.7,35.9,33.6,50.3,47.7,32,34.7,68.5,-12,NA,2015
NA,Grand Canyon,WAC,30,15,106,114,0.294,50.4,49.6,17.1,16.3,26.8,33.9,40.1,36.1,50.2,49.3,33.7,33.6,64.4,-9.5,NA,2015
NA,SIU Edwardsville,OVC,26,10,97.3,105,0.293,48.7,49.3,20.3,19.8,28.8,31.9,37.4,37,45.3,46.9,36.9,36.1,66,-11,NA,2015
NA,Delaware,CAA,30,10,101,109,0.291,47.1,50,18.4,15.6,28.8,31.5,38.1,33.2,44.5,46.7,34.5,37,65.2,-13,NA,2015
NA,Cal St. Northridge,BW,31,7,101,109,0.291,45.3,51,19.5,16.6,28.4,30.5,41.1,35.9,44.3,48.5,33,36.6,65.1,-15,NA,2015
NA,Youngstown St.,Horz,29,8,105,113,0.291,50.1,53.6,17.2,17.8,27.6,34.2,35.9,36.8,48.5,51.7,35.6,37.9,66.9,-14,NA,2015
NA,Towson,CAA,31,11,100,108,0.289,44.6,47.6,21.5,14.9,41.1,29.5,48.3,45,44.4,45.7,30.1,34.2,60.3,-14,NA,2015
NA,Loyola Marymount,WCC,30,7,102,110,0.289,46.3,53.7,21.5,18,33.5,34.1,36.2,35.5,43.8,50.5,35.1,39.2,62.2,-12,NA,2015
NA,Army,Pat,29,14,99.5,107,0.289,50,51,19.1,18.9,29.7,31.5,32,40.7,51.1,49.9,32.2,35.8,69.3,-10,NA,2015
NA,Missouri St.,MVC,29,9,98.4,106,0.288,45.4,49.6,19.5,16.4,29.7,30,31.7,36.8,44.5,46.6,31.4,36.9,61.2,-1,NA,2015
NA,UCF,Amer,29,11,102,111,0.283,49.1,51.3,19.7,15.8,30.7,36.8,35.1,27.2,47.6,50.3,34.5,35.6,64,-11,NA,2015
NA,South Florida,Amer,31,8,99.1,107,0.281,47.3,49.1,20.9,18.8,31.3,34.8,31.6,42.5,47.7,45.4,30.9,37.4,63.8,-14,NA,2015
NA,Elon,CAA,31,13,98.3,106,0.279,47.5,51.3,19,21.2,27.9,31.9,37.6,44.1,45.1,50.6,34.5,35,67.9,-12,NA,2015
NA,FIU,CUSA,31,14,96.1,104,0.272,48.2,48,22.6,19.2,29,31.9,37.4,36.6,48.6,46.4,31.3,33.7,64.5,-11,NA,2015
NA,Nevada,MWC,29,7,97.2,106,0.267,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,63.5,-14,NA,2015
NA,IUPUI,Sum,31,10,94.4,103,0.264,46.5,51.3,23.6,20.9,31.1,28.3,32.8,41.8,47.3,48.5,29.6,38.3,63.5,-14,NA,2015
NA,LIU Brooklyn,NEC,30,12,97.3,106,0.261,44.9,48.4,19.6,18.2,31.3,31,39.8,35.6,42.8,49.8,32.4,30.4,66.8,-13,NA,2015
NA,College of Charleston,CAA,33,9,95.6,104,0.261,46,48.1,19.3,18.4,27.5,32.2,32.4,47.4,43.2,45.4,34.3,35.8,61,-16,NA,2015
NA,Saint Louis,A10,31,10,95.9,105,0.26,46.2,51.6,21.7,20.9,27.2,32.1,41.5,44.5,45.2,50.6,32,35.7,62.8,-12,NA,2015
NA,South Alabama,SB,31,10,101,111,0.257,47.8,49,20.9,15.2,30,33.1,41.9,34.1,47,48.1,32.9,34.2,68.2,-1,NA,2015
NA,Lamar,Slnd,26,11,99.7,109,0.256,49.7,52.8,23.4,20.4,34.6,32.9,41.9,46,50.7,50.8,31.9,37.6,65.9,-9.7,NA,2015
NA,Troy,SB,27,8,100,110,0.256,48.9,50.8,21.2,19.5,31.3,33.7,38,28.3,48.1,51.2,33.5,33.3,64.4,-14,NA,2015
NA,Penn,Ivy,28,9,98.6,108,0.254,49.1,51.2,23.6,18.1,29.5,29.1,35.8,39.8,47.7,48.1,34.6,37.6,63.1,-12,NA,2015
NA,Samford,SC,31,12,101,111,0.253,49.8,53.3,19.2,21.1,30.1,34.1,37.9,45.4,49.2,51,34,38.9,66.2,-13,NA,2015
NA,Hartford,AE,29,13,97.3,107,0.252,47.3,50.4,19,20.9,25.3,29.5,29.8,42.1,46,52,32.5,31.6,63.2,-10,NA,2015
NA,Delaware St.,MEAC,34,16,101,111,0.251,47.7,48.8,19.7,16.4,31.8,31.8,31.5,36,44.8,48,35,33.5,66.8,-10,NA,2015
NA,Alabama St.,SWAC,27,17,96.9,106,0.249,48.2,46.9,19.7,19.2,36,29.2,34.6,35.6,46.4,45.3,35.4,33.6,67.4,-7,NA,2015
NA,Cal St. Fullerton,BW,29,7,99.1,109,0.248,45.7,51.3,19.2,16.6,28.5,27.1,36.7,41,44.9,48.1,31.8,38.7,65.8,-15,NA,2015
NA,VMI,SC,28,9,99.1,109,0.246,46.9,53.2,19.6,20.5,31.9,33.9,29.8,42.3,46.7,53.9,31.4,34.1,76.7,-13,NA,2015
NA,Illinois Chicago,Horz,32,8,101,111,0.245,43.6,54.4,17.4,18,30.8,28.5,40,39,41.5,51.9,31.8,40.3,64.8,-16,NA,2015
NA,Howard,MEAC,29,13,92.8,102,0.244,46.2,45.7,25,21.4,33.5,34.6,43.4,40.1,47.4,44.8,28.9,31.4,62.5,-11,NA,2015
NA,Appalachian St.,SB,29,12,97.9,108,0.242,45.6,50.6,20.6,17.2,31.4,29.8,33.6,37.6,44.5,51.5,31.6,32.3,65.1,-11,NA,2015
NA,UMKC,WAC,31,12,98.6,108,0.24,46.1,51.6,20,23.6,31.7,36.5,40.3,39.8,43.7,52.2,33.4,33.6,63.5,-13,NA,2015
NA,McNeese St.,Slnd,27,11,101,112,0.238,46.4,51.9,16,18.5,33.7,34.4,30.9,34.9,45.9,53.1,31.6,33.1,62.7,-1,NA,2015
NA,Niagara,MAAC,30,8,100,111,0.235,45.6,53.7,20.6,18.1,32,29.5,41.2,36.3,42.3,52.1,35.1,37.9,64.5,-15,NA,2015
NA,Prairie View A&M,SWAC,32,14,97.9,108,0.233,47.5,48.4,20.7,24.3,32.1,40.1,30.9,51.2,46.7,50.1,33.1,29.8,68.3,-1,NA,2015
NA,Florida Atlantic,CUSA,27,7,99.1,109,0.232,48.2,49.9,19.5,16.7,26,31.5,27.8,37.6,45.6,51.3,34.9,29.9,63.8,-14,NA,2015
NA,Fairfield,MAAC,31,7,95.7,106,0.229,45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,43.2,47.2,32.2,34.3,61.5,-18,NA,2015
NA,Furman,SC,31,9,99.6,111,0.221,49,52.3,21.1,16.5,29.5,32.3,44.1,36.5,48.9,51.3,32.8,36,62.2,-15,NA,2015
NA,Campbell,BSth,29,7,98.2,109,0.221,49.8,52.5,20.1,19,27.5,30.8,35.9,42.4,46.5,52.7,36,34.7,61.2,-17,NA,2015
NA,Southern,SWAC,32,15,93.1,104,0.217,45.1,44,20.1,20.6,32.1,34.7,40.5,45.6,44.9,43.7,30.6,29.8,64.5,-11,NA,2015
NA,Marist,MAAC,32,7,94.7,106,0.215,46.8,49.6,20.5,20.8,21.2,35.6,38,36.7,46.4,49.6,31.5,33.1,64.7,-19,NA,2015
NA,Lipscomb,ASun,28,11,100,112,0.211,48.1,54.1,18.7,17.8,29.2,29.4,39.7,47,47.5,51.8,32.6,38.3,67.6,-11,NA,2015
NA,Southeastern Louisiana,Slnd,31,8,96.7,108,0.201,50.9,50.4,22.5,19.4,29.1,32.2,32.5,33.9,53,48.6,31.2,35.8,66.2,-17,NA,2015
NA,Southern Utah,BSky,28,9,98.9,111,0.199,52.3,51.5,20.1,15.7,22.6,29.3,38.7,50.6,48.4,49.6,39.7,37.2,67.4,-14,NA,2015
NA,Loyola MD,Pat,30,11,93.4,105,0.199,42.8,49.7,20.3,17.6,31.9,28.6,37.6,44.9,40.4,49.9,32.5,32.9,62.6,-13,NA,2015
NA,North Dakota,BSky,28,6,98.1,110,0.198,48.4,53.2,17.9,18.1,24.7,29,38.5,42.3,47.8,51.2,33.1,38.6,67.4,-1,NA,2015
NA,Arkansas St.,SB,28,10,95.7,108,0.197,45.3,48.3,20,17.6,29.7,32.7,33,34.7,44.1,47.6,32,33.1,65.4,-12,NA,2015
NA,Longwood,BSth,32,9,97.6,110,0.193,49,52.6,20.7,20.8,26.9,35.2,30,45,44.9,50.5,36.9,37.5,66.4,-17,NA,2015
NA,Montana St.,BSky,29,6,96.7,109,0.192,46.9,53,20.6,17,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,65.6,-17,NA,2015
NA,New Orleans,Slnd,26,8,98.1,111,0.191,46.5,54.8,22.2,21.2,35.7,32.9,45.9,44,45.2,53.9,33.9,37.8,66.9,-13,NA,2015
NA,Idaho St.,BSky,28,5,98.1,111,0.185,48.1,52,18.7,18.7,29.9,32.2,37,34.8,46.6,49.3,34.9,37,63.3,-18,NA,2015
NA,Jacksonville St.,OVC,29,10,94.7,107,0.182,43,51.1,18.5,19.2,28.7,34.5,37.6,39,42.3,50,29.5,35.7,63.2,-13,NA,2015
NA,Wagner,NEC,29,9,98.3,112,0.18,44.6,53.4,20.1,19.8,37.2,30.3,33.9,53.3,44,51.7,30.6,37.7,67,-1,NA,2015
NA,Jackson St.,SWAC,32,11,90.9,103,0.177,42.9,48.6,21.9,22.7,37.7,28.1,32.9,54.1,43.7,47.2,27.4,34.1,63.6,-16,NA,2015
NA,Austin Peay,OVC,28,6,95.1,109,0.172,44.5,54.9,20.8,20.3,31.8,29.2,41.6,38.4,44.2,53.2,30.1,38.6,66.6,-16,NA,2015
NA,Southern Miss,CUSA,27,7,96.1,110,0.168,48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,48.8,53.1,32.8,36,61.7,-13,NA,2015
NA,Utah Valley,WAC,28,9,93.1,108,0.152,44.5,49.9,20.3,17.8,28.5,30.4,33.3,37,44.4,49.1,29.8,34.3,61.8,-14,NA,2015
NA,UMass Lowell,AE,28,11,93.7,108,0.152,47.9,53.9,20.5,23.3,21.6,30.4,34.3,34.1,44.6,54.1,34.9,35.8,63.5,-11,NA,2015
NA,Fairleigh Dickinson,NEC,28,7,97.2,113,0.149,46.5,52.3,18.6,23.2,27.6,40.4,34.2,51.8,45.5,52.5,32.1,34.7,66.9,-16,NA,2015
NA,Houston Christian,Slnd,24,8,100,117,0.146,47.4,52.8,21.4,17.2,37.6,31.5,39.4,43.7,47.5,51,31.5,37.9,66,-11,NA,2015
NA,Nicholls St.,Slnd,26,7,91.9,107,0.143,47.8,50,25,20.3,30.1,34.5,42.4,50.7,48.4,48.3,31.2,35.7,66.2,-13,NA,2015
NA,Presbyterian,BSth,28,6,96.9,113,0.143,48.4,54,20.9,15.9,27.3,33.6,33.3,28.7,48.8,50.6,31.7,38.9,61.8,-16,NA,2015
NA,The Citadel,SC,27,8,103,121,0.134,51.7,55.1,21.7,15.9,31.3,34.6,38,29.6,46.8,56.5,40.2,35.1,58.5,-14,NA,2015
NA,Coppin St.,MEAC,30,7,99,117,0.124,47,54.5,18.4,19.3,25.3,38.1,30.5,42.4,42.4,53.2,35.3,38.4,73.7,-16,NA,2015
NA,Binghamton,AE,30,5,93.4,110,0.122,44.6,52.3,21.6,20.4,26.2,32.5,39.8,33.8,43.9,49.8,30.6,37.5,63,-1,NA,2015
NA,Western Illinois,Sum,26,6,91.4,108,0.12,45.3,50.7,18.3,16.7,20,28.9,30.3,37.1,41.2,49.4,35.2,35.5,66.4,-15,NA,2015
NA,Morgan St.,MEAC,31,7,94.6,112,0.116,40.2,53.3,16.2,21.6,34.8,33.8,33.1,43.2,39.1,52.9,28.4,36.1,64.4,-18,NA,2015
NA,Arkansas Pine Bluff,SWAC,32,12,92.4,110,0.115,46.3,51.2,23.5,24.9,30.5,39.5,35.6,48.8,44.2,48.8,33.3,36.9,63.5,-14,NA,2015
NA,Jacksonville,ASun,29,7,97.7,116,0.115,46.6,54.5,18.6,19.1,27.7,33.8,39.3,38.8,43.1,54.1,35.8,36.8,63.4,-17,NA,2015
NA,Chicago St.,WAC,29,5,89.8,107,0.111,42.3,52.8,23.5,22.3,33.6,33.3,27.1,53.9,40.6,50,30.2,38.1,62.9,-17,NA,2015
NA,South Carolina St.,MEAC,31,9,91.4,109,0.11,42.4,51,19.4,20.1,30.1,33.2,32.8,36.4,41.1,51.5,30.1,33.4,64.6,-16,NA,2015
NA,Bethune Cookman,MEAC,30,9,92.5,111,0.107,44.2,48.2,22.7,20.9,34.4,34.1,40.3,46.4,44.4,47.5,29.1,33.1,60,-17,NA,2015
NA,UT Rio Grande Valley,WAC,28,7,93.7,112,0.105,44.7,50.5,20.9,19,30.4,36.6,38.6,35.4,45.6,50.1,28.2,34.1,63.8,-1,NA,2015
NA,Tennessee St.,OVC,29,3,89.7,108,0.104,43.9,50.4,22.1,18.3,26.5,32.8,40.4,42,40,51.5,34.8,32.7,63.4,-19,NA,2015
NA,Liberty,BSth,28,4,91.8,110,0.103,46,50.2,24.5,18.1,30.6,32.5,40.2,41.8,45.8,48,31,35.6,65.5,-20,NA,2015
NA,Stetson,ASun,28,6,96,115,0.102,48.1,51.6,18.3,16.4,26.1,35.1,34.1,31.5,48.3,49.1,31.8,37.1,65.7,-17,NA,2015
NA,Savannah St.,MEAC,29,7,87.7,106,0.101,44,53,24.7,24.8,30,33.7,34.2,50.5,46.2,51.9,25.2,37.1,64.8,-16,NA,2015
NA,Central Connecticut,NEC,31,5,93.5,113,0.1,44.6,51.4,21.3,15.8,30.9,32.8,28.6,23.9,43.2,51.2,32.2,34.5,63.2,-21,NA,2015
NA,North Carolina A&T,MEAC,30,7,94,113,0.1,44.6,50.4,23.6,18.8,34.1,34.4,37.3,40.9,45.7,47.8,28.4,36.5,62,-1,NA,2015
NA,Alabama A&M,SWAC,28,8,95.2,115,0.097,44.7,50.5,21.9,18.3,35.2,36.4,41.6,41.3,45.4,50.7,29.1,33.3,62.8,-15,NA,2015
NA,Abilene Christian,Slnd,28,7,92.7,112,0.093,47.3,55.3,19.8,20.8,24.1,33.9,28.3,44.7,42,55.2,37.8,37,63.4,-16,NA,2015
NA,Kennesaw St.,ASun,30,8,93.4,115,0.084,45.3,50.7,21.3,16.2,29.6,35.1,29.8,35.7,44.1,51.1,31.5,33.4,65.5,-16,NA,2015
NA,UMBC,AE,30,4,89,110,0.079,46.3,51.2,24.1,19.7,23.5,30.5,37.2,33,45,49.6,32.6,36.1,64.4,-20,NA,2015
NA,San Jose St.,MWC,28,0,88.1,109,0.079,41,54,21.6,17.8,24.1,31.8,29.1,42.9,38.7,51.8,29.4,38.8,63.9,-21,NA,2015
NA,Alcorn St.,SWAC,30,5,94,119,0.058,43.1,52.8,17.2,18.6,30.2,35.9,37.5,39.9,43.3,50.9,28.4,38.2,66.3,-20,NA,2015
NA,Central Arkansas,Slnd,29,2,91.4,118,0.05,48.8,55,25.6,18.3,28,36.7,39.3,42.5,46.5,54.4,35.3,37.6,69.3,-22,NA,2015
NA,Mississippi Valley St.,SWAC,32,6,91.2,118,0.049,42.7,54.5,20.9,20.8,30.1,39.7,33,36.7,41.7,55.1,30.3,35.5,70.5,-20,NA,2015
NA,Florida A&M,MEAC,29,2,85.7,117,0.025,41.3,53.5,21.8,18.5,26.8,35.5,37.8,34.9,40.9,54,28.3,35.1,65.7,-2,NA,2015
NA,Grambling St.,SWAC,27,0,78.9,118,0.009,39.4,52.2,26.1,16.9,28.9,36.4,39.6,38.7,38.4,54.3,28.3,32.1,64.9,-22,NA,2015
2,Villanova,BE,40,35,124,92,0.968,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,65.8,92,Champions,2016
1,Kansas,B12,37,32,121,91.4,0.963,55.7,45.1,17.8,18.5,32.2,27.9,38.6,37.3,52.7,43.4,41.3,32.5,69.2,11.4,E8,2016
1,Virginia,ACC,37,29,120,92.1,0.957,54.8,48.4,15.1,18.8,29.9,25.2,32.1,33.4,52.6,46.3,40.3,34.7,60.9,8.73,E8,2016
1,North Carolina,ACC,40,33,124,96.1,0.95,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,70.8,8.54,2ND,2016
4,Kentucky,SEC,36,27,123,96.3,0.947,53.5,44.5,16.2,18,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,67.3,51,R32,2016
2,Michigan St.,B10,35,29,123,97.1,0.94,56.3,43.3,17.6,14.2,37.1,24.3,30,34.1,51.4,41.7,43.4,31,66.7,7.47,R64,2016
3,West Virginia,B12,35,26,115,91.6,0.936,49.8,48.4,20,25,42,27.1,46.2,55.3,50.3,47.7,32.5,33.1,70,7.38,R64,2016
2,Oklahoma,B12,37,29,119,94.5,0.934,54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,48.2,45.3,42.2,33.7,69.9,7.95,F4,2016
5,Purdue,B10,35,26,118,94.4,0.929,53.6,44.3,17.7,13.7,35,23.4,35.4,28.1,52.8,42.9,36.7,31.4,68,4.51,R64,2016
11,Wichita St.,MVC,34,25,111,89,0.927,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,65.9,0.34,R32,2016
NA,Louisville,ACC,31,23,112,90.7,0.921,51.9,44.7,17.1,21.6,38.5,29.2,31.8,40.5,51.9,42.8,34.7,32.1,66.3,4.31,NA,2016
11,Gonzaga,WCC,35,27,118,95.6,0.921,55.2,44.8,17.1,15.1,32.1,26,34.4,28.1,54.3,44.4,37.8,30.3,67.3,2.23,S16,2016
2,Xavier,BE,34,28,117,95.3,0.919,51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,49.8,48.6,36.3,31.1,71.5,7.76,R32,2016
3,Miami FL,ACC,35,27,120,97.7,0.916,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,66.1,6.99,S16,2016
5,Indiana,B10,35,27,122,99.5,0.913,58.7,49.8,19.6,18.9,37.2,29.2,33.9,30.2,56.1,49,41.6,34.3,68.6,3.32,S16,2016
1,Oregon,P12,37,30,119,97.1,0.912,52.3,48.9,16.1,20.2,34.1,30.5,40.3,32,52.6,46.1,34.4,36.2,68.1,6.71,E8,2016
11,Vanderbilt,SEC,33,19,115,94.3,0.909,52.9,43.1,16.8,14.2,27.2,29.3,39.8,34.4,50.1,42.6,38.2,29.4,67.7,-0.4,R68,2016
3,Texas A&M,SEC,37,28,113,93.3,0.908,51.2,47.4,17.4,20.7,34.8,29.2,38.1,32.3,51.3,45.6,34.1,33.3,67.5,5.11,S16,2016
4,Duke,ACC,36,25,121,100,0.907,53.7,49.5,14.3,17.4,33.2,34.7,40.6,25.3,51,48.9,38.5,34,67.8,4.21,S16,2016
4,Iowa St.,B12,35,23,122,100,0.906,57.1,49.8,15.7,16.8,26.2,30.1,26.1,24.9,56.7,49.5,38.7,33.5,71.5,3.52,S16,2016
6,Arizona,P12,34,25,116,96.8,0.896,53.6,46.2,18.2,16,35,24.9,43.8,29.3,52.2,45.7,38.1,31.6,68.2,3.52,R64,2016
4,California,P12,34,23,113,93.9,0.896,52.2,44.3,17.7,14.1,32.4,25.3,41.7,37.5,51.1,41.5,36.3,34.7,67.9,2.32,R64,2016
6,Seton Hall,BE,34,25,111,92.5,0.895,49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,48.8,44.3,34.7,31.7,69.5,5.31,R64,2016
NA,SMU,Amer,30,25,118,98,0.895,55.3,46.6,18.8,18.3,41.2,28.5,33.8,30.4,52.5,44.6,42,33.1,65.7,3.71,NA,2016
7,Iowa,B10,33,22,115,96.8,0.885,51.3,48,14.8,18.8,31.9,31.3,33,25,48.7,48.7,37.4,31.3,68.9,23,R32,2016
